2020-05-04,16:45,51.65
2020-05-05,16:45,50.58
2020-05-06,16:45,55.11
2020-05-07,16:45,57.1
2020-05-08,16:45,55.54
2020-05-11,16:45,55.04
2020-05-12,16:45,54.8
2020-05-13,16:45,55.36
2020-05-14,16:45,55.2
2020-05-15,16:45,54.88
2020-05-18,16:45,56
2020-05-19,16:45,58.75
2020-05-20,16:45,57.1
2020-05-21,16:45,58.29
2020-05-22,16:45,57.56
2020-05-25,16:45,60.4
2020-05-26,16:45,64.2
2020-05-27,16:45,67.3
2020-05-28,16:45,65.4
2020-05-29,16:45,64.7
